Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R1","R1","R_1206_3216Metric",135.864600,-63.881000,180.000000,top
"R2","R2","R_1206_3216Metric",165.912800,-63.881000,0.000000,top
"USB1","USB_C_Receptacle_USB2.0","USB_C_Receptacle_HRO_TYPE-C-31-M-12",132.842000,-56.388000,270.000000,top
"USB2","USB_C_Receptacle_USB2.0","USB_C_Receptacle_HRO_TYPE-C-31-M-12",168.910000,-56.388000,90.000000,top
